store_id,sale_id,product_id,sale_date,quantity,total_amount,store_region,store_size,open_date,year,sale_per_sq_ft
11,sale_164,35,2020-03-16,7,73.81,East,2606.2,2018-04-22,2020,0.03
4,sale_197,14,2020-01-15,26,733.03,West,4942,2016-08-12,2020,0.15
3,sale_213,37,2020-02-17,5,126.56,West,4989,2000-08-23,2020,0.03
4,sale_255,13,2022-08-14,4,88.83,West,4942,2016-08-12,2022,0.02
14,sale_618,46,2020-12-26,54,2457.56,North,1116,2003-06-30,2020,2.2
14,sale_625,14,2022-01-16,94,1475.62,North,1116,2003-06-30,2022,1.32
5,sale_771,36,2020-11-28,68,2818.64,North,2606.2,2002-06-09,2020,1.08
7,sale_848,38,2020-09-16,75,3338.03,North,2606.2,2005-07-19,2020,1.28
19,sale_115,36,2022-08-30,29,548.7,North,2606.2,2018-10-12,2022,0.21
14,sale_697,7,2020-08-20,20,671.79,North,1116,2003-06-30,2020,0.6
5,sale_987,46,2020-11-14,43,1791.29,North,2606.2,2002-06-09,2020,0.69
17,sale_770,45,2020-11-27,77,1114.37,East,2606.2,2010-09-23,2020,0.43
11,sale_63,30,2020-04-23,14,350.41,East,2606.2,2018-04-22,2020,0.13
19,sale_367,14,2020-04-20,49,2223.48,North,2606.2,2018-10-12,2020,0.85
16,sale_490,34,2021-10-22,89,717.8,East,2606.2,2003-10-01,2021,0.28
16,sale_647,38,2021-12-15,13,139.58,East,2606.2,2003-10-01,2021,0.05
13,sale_977,30,2022-01-25,87,2132.99,West,2606.2,2009-10-03,2022,0.82
2,sale_466,23,2020-07-03,23,1033.45,West,1510,2009-07-07,2020,0.68
17,sale_469,28,2021-12-26,86,3659.74,East,2606.2,2010-09-23,2021,1.4
20,sale_563,32,2022-04-14,85,2953.55,North,4867,2019-11-25,2022,0.61
3,sale_258,21,2021-09-29,92,4042.91,West,4989,2000-08-23,2021,0.81
14,sale_32,1,2022-03-20,11,540.68,North,1116,2003-06-30,2022,0.48
13,sale_473,42,2020-03-11,73,2986.67,West,2606.2,2009-10-03,2020,1.15
7,sale_484,36,2022-06-18,57,630.06,North,2606.2,2005-07-19,2022,0.24
3,sale_49,10,2022-07-27,31,158.83,West,4989,2000-08-23,2022,0.03
16,sale_695,13,2021-12-29,3,135.58,East,2606.2,2003-10-01,2021,0.05
18,sale_705,41,2022-12-06,65,1008.24,West,1191,2016-01-23,2022,0.85
17,sale_853,47,2020-12-25,12,415.22,East,2606.2,2010-09-23,2020,0.16
11,sale_710,40,2022-06-17,51,1847.76,East,2606.2,2018-04-22,2022,0.71
10,sale_989,27,2022-04-29,10,383.72,East,2606.2,2006-01-18,2022,0.15
4,sale_634,10,2022-11-04,29,649.78,West,4942,2016-08-12,2022,0.13
20,sale_958,35,2021-11-16,39,1782.49,North,4867,2019-11-25,2021,0.37
17,sale_112,15,2021-07-25,72,3130.03,East,2606.2,2010-09-23,2021,1.2
3,sale_275,24,2021-09-23,94,2002.58,West,4989,2000-08-23,2021,0.4
2,sale_475,14,2022-12-04,31,211.15,West,1510,2009-07-07,2022,0.14
3,sale_551,32,2022-09-13,17,770.17,West,4989,2000-08-23,2022,0.15
18,sale_8,4,2021-12-01,95,680.5,West,1191,2016-01-23,2021,0.57
14,sale_224,22,2022-07-13,77,1283.2,North,1116,2003-06-30,2022,1.15
7,sale_1000,46,2020-06-23,65,2399.3,North,2606.2,2005-07-19,2020,0.92
14,sale_569,13,2020-02-17,88,1268.58,North,1116,2003-06-30,2020,1.14
11,sale_872,38,2020-12-05,43,959.07,East,2606.2,2018-04-22,2020,0.37
12,sale_885,8,2021-07-18,21,1004.62,West,840,2000-03-22,2021,1.2
16,sale_230,36,2022-08-10,81,1453.33,East,2606.2,2003-10-01,2022,0.56
4,sale_818,15,2021-02-09,64,1924.26,West,4942,2016-08-12,2021,0.39
9,sale_870,44,2021-07-25,13,645,North,3653,2018-12-24,2021,0.18
3,sale_103,46,2022-12-16,39,810.84,West,4989,2000-08-23,2022,0.16
17,sale_914,6,2020-10-27,50,1479.22,East,2606.2,2010-09-23,2020,0.57
19,sale_286,34,2021-12-15,87,2876.01,North,2606.2,2018-10-12,2021,1.1
14,sale_788,28,2022-09-28,19,491.61,North,1116,2003-06-30,2022,0.44
12,sale_561,28,2022-01-18,76,2941.28,West,840,2000-03-22,2022,3.5
13,sale_765,12,2021-09-20,75,2004.08,West,2606.2,2009-10-03,2021,0.77
3,sale_76,32,2022-07-24,84,4146.98,West,4989,2000-08-23,2022,0.83
19,sale_109,5,2021-11-18,4,113.49,North,2606.2,2018-10-12,2021,0.04
2,sale_191,45,2022-04-27,21,113.28,West,1510,2009-07-07,2022,0.08
10,sale_298,5,2022-09-10,52,1850.96,East,2606.2,2006-01-18,2022,0.71
17,sale_358,33,2020-06-05,57,1645.22,East,2606.2,2010-09-23,2020,0.63
12,sale_728,42,2021-12-07,71,1721.84,West,840,2000-03-22,2021,2.05
10,sale_28,46,2022-12-25,87,2764.12,East,2606.2,2006-01-18,2022,1.06
4,sale_43,17,2021-01-16,29,445.6,West,4942,2016-08-12,2021,0.09
17,sale_187,12,2022-08-18,46,1415.14,East,2606.2,2010-09-23,2022,0.54
7,sale_208,3,2020-08-03,11,95.59,North,2606.2,2005-07-19,2020,0.04
17,sale_216,22,2020-10-31,99,3263.65,East,2606.2,2010-09-23,2020,1.25
16,sale_276,23,2022-09-17,38,679.77,East,2606.2,2003-10-01,2022,0.26
17,sale_429,16,2021-08-08,26,282.93,East,2606.2,2010-09-23,2021,0.11
20,sale_438,26,2022-05-19,76,599.85,North,4867,2019-11-25,2022,0.12
16,sale_217,32,2022-07-01,8,261.92,East,2606.2,2003-10-01,2022,0.1
20,sale_248,22,2021-03-12,92,569.56,North,4867,2019-11-25,2021,0.12
19,sale_531,19,2020-07-03,36,356.3,North,2606.2,2018-10-12,2020,0.14
11,sale_753,10,2022-03-16,7,46.26,East,2606.2,2018-04-22,2022,0.02
5,sale_150,26,2020-12-04,55,947.9,North,2606.2,2002-06-09,2020,0.36
10,sale_251,32,2020-12-14,20,992.05,East,2606.2,2006-01-18,2020,0.38
5,sale_353,6,2020-11-10,62,3031.56,North,2606.2,2002-06-09,2020,1.16
5,sale_371,22,2020-10-05,78,1961.2,North,2606.2,2002-06-09,2020,0.75
19,sale_630,40,2022-09-04,24,531.21,North,2606.2,2018-10-12,2022,0.2
17,sale_907,25,2020-07-24,75,2297.57,East,2606.2,2010-09-23,2020,0.88
9,sale_965,23,2021-10-02,94,2644.09,North,3653,2018-12-24,2021,0.72
10,sale_177,42,2020-07-01,79,1947.04,East,2606.2,2006-01-18,2020,0.75
3,sale_269,30,2022-02-04,30,432.15,West,4989,2000-08-23,2022,0.09
20,sale_893,45,2021-08-10,66,857.08,North,4867,2019-11-25,2021,0.18
10,sale_83,26,2020-12-26,7,261.82,East,2606.2,2006-01-18,2020,0.1
4,sale_262,49,2020-05-06,9,370.06,West,4942,2016-08-12,2020,0.07
14,sale_267,30,2022-04-04,12,226.23,North,1116,2003-06-30,2022,0.2
9,sale_302,49,2022-06-19,91,3503.75,North,3653,2018-12-24,2022,0.96
18,sale_348,49,2022-11-25,94,570.02,West,1191,2016-01-23,2022,0.48
20,sale_387,18,2020-03-18,41,1750.85,North,4867,2019-11-25,2020,0.36
12,sale_822,7,2021-05-19,61,944.93,West,840,2000-03-22,2021,1.12
2,sale_163,48,2022-04-28,47,950.63,West,1510,2009-07-07,2022,0.63
3,sale_498,19,2020-11-04,89,2615.36,West,4989,2000-08-23,2020,0.52
18,sale_614,47,2021-02-25,3,28.52,West,1191,2016-01-23,2021,0.02
19,sale_642,1,2021-08-10,67,423.72,North,2606.2,2018-10-12,2021,0.16
2,sale_834,22,2020-01-02,10,226.62,West,1510,2009-07-07,2020,0.15
16,sale_685,28,2020-04-16,96,2487.32,East,2606.2,2003-10-01,2020,0.95
20,sale_626,14,2021-06-05,21,914.44,North,4867,2019-11-25,2021,0.19
19,sale_1,46,2022-08-19,96,3024.78,North,2606.2,2018-10-12,2022,1.16
7,sale_609,22,2022-06-07,70,3302.25,North,2606.2,2005-07-19,2022,1.27
11,sale_826,1,2021-07-15,98,3419.01,East,2606.2,2018-04-22,2021,1.31
7,sale_442,24,2022-06-07,20,642.2,North,2606.2,2005-07-19,2022,0.25
16,sale_523,48,2022-07-27,79,2639.21,East,2606.2,2003-10-01,2022,1.01
17,sale_949,2,2021-10-06,44,1249.95,East,2606.2,2010-09-23,2021,0.48
7,sale_266,37,2022-11-02,82,3750.59,North,2606.2,2005-07-19,2022,1.44
3,sale_335,13,2022-04-03,16,252.24,West,4989,2000-08-23,2022,0.05
3,sale_93,40,2022-02-17,82,479.18,West,4989,2000-08-23,2022,0.1
19,sale_730,6,2022-02-28,19,820.12,North,2606.2,2018-10-12,2022,0.31
16,sale_780,40,2020-07-23,16,645.11,East,2606.2,2003-10-01,2020,0.25
3,sale_835,43,2020-03-14,67,423.33,West,4989,2000-08-23,2020,0.08
11,sale_984,30,2021-08-05,28,967.46,East,2606.2,2018-04-22,2021,0.37
12,sale_37,28,2022-01-28,26,182.64,West,840,2000-03-22,2022,0.22
2,sale_162,15,2022-06-27,83,1922.84,West,1510,2009-07-07,2022,1.27
10,sale_300,47,2021-07-25,89,2979.14,East,2606.2,2006-01-18,2021,1.14
17,sale_314,7,2021-11-23,75,2991.15,East,2606.2,2010-09-23,2021,1.15
11,sale_500,46,2021-03-31,42,1203.46,East,2606.2,2018-04-22,2021,0.46
13,sale_514,38,2022-08-21,27,1210.16,West,2606.2,2009-10-03,2022,0.46
14,sale_869,46,2022-06-18,32,300.57,North,1116,2003-06-30,2022,0.27
16,sale_704,11,2021-09-12,95,4498.67,East,2606.2,2003-10-01,2021,1.73
9,sale_932,22,2020-01-15,45,2111.37,North,3653,2018-12-24,2020,0.58
4,sale_588,45,2022-01-08,31,627.31,West,4942,2016-08-12,2022,0.13
11,sale_278,26,2022-08-18,10,119.64,East,2606.2,2018-04-22,2022,0.05
4,sale_289,50,2020-09-05,63,2908.22,West,4942,2016-08-12,2020,0.59
14,sale_405,15,2020-12-22,52,2363.62,North,1116,2003-06-30,2020,2.12
20,sale_597,42,2020-01-01,41,1695.03,North,4867,2019-11-25,2020,0.35
2,sale_4,26,2022-06-25,30,231.85,West,1510,2009-07-07,2022,0.15
13,sale_800,50,2022-06-08,8,350.66,West,2606.2,2009-10-03,2022,0.13
14,sale_591,40,2022-08-29,11,265.51,North,1116,2003-06-30,2022,0.24
9,sale_176,26,2021-06-25,97,2639.92,North,3653,2018-12-24,2021,0.72
4,sale_282,45,2022-02-27,72,1380.06,West,4942,2016-08-12,2022,0.28
7,sale_572,32,2021-03-07,55,630.44,North,2606.2,2005-07-19,2021,0.24
10,sale_711,12,2021-11-11,84,3390.69,East,2606.2,2006-01-18,2021,1.3
4,sale_72,23,2022-04-04,99,4419.16,West,4942,2016-08-12,2022,0.89
12,sale_194,29,2021-09-22,92,3485.18,West,840,2000-03-22,2021,4.15
16,sale_301,15,2022-12-17,47,399.21,East,2606.2,2003-10-01,2022,0.15
19,sale_558,1,2022-07-04,85,1966.23,North,2606.2,2018-10-12,2022,0.75
4,sale_145,35,2021-07-31,13,338.8,West,4942,2016-08-12,2021,0.07
9,sale_359,49,2021-11-08,72,1384.27,North,3653,2018-12-24,2021,0.38
7,sale_750,29,2021-10-23,61,1732.3,North,2606.2,2005-07-19,2021,0.66
5,sale_814,25,2021-02-28,86,3839.65,North,2606.2,2002-06-09,2021,1.47
4,sale_385,34,2021-03-30,29,1275.91,West,4942,2016-08-12,2021,0.26
5,sale_435,44,2022-10-13,86,2515.89,North,2606.2,2002-06-09,2022,0.97
9,sale_472,49,2020-09-26,84,1178.18,North,3653,2018-12-24,2020,0.32
7,sale_546,18,2021-11-11,72,2532.6,North,2606.2,2005-07-19,2021,0.97
16,sale_735,32,2022-11-18,17,347.79,East,2606.2,2003-10-01,2022,0.13
7,sale_462,11,2020-03-16,95,3746.55,North,2606.2,2005-07-19,2020,1.44
9,sale_507,35,2022-11-20,36,502.5,North,3653,2018-12-24,2022,0.14
19,sale_520,35,2020-02-27,76,3015.7,North,2606.2,2018-10-12,2020,1.16
12,sale_740,19,2021-01-29,87,721.74,West,840,2000-03-22,2021,0.86
16,sale_172,18,2020-08-26,42,506.49,East,2606.2,2003-10-01,2020,0.19
19,sale_399,26,2021-08-11,2,20.69,North,2606.2,2018-10-12,2021,0.01
18,sale_273,49,2021-02-10,33,654.92,West,1191,2016-01-23,2021,0.55
19,sale_815,48,2021-05-28,55,530.76,North,2606.2,2018-10-12,2021,0.2
10,sale_11,11,2021-01-06,100,4283.9,East,2606.2,2006-01-18,2021,1.64
11,sale_652,31,2021-05-06,21,715.75,East,2606.2,2018-04-22,2021,0.27
7,sale_201,13,2020-11-10,40,1444.66,North,2606.2,2005-07-19,2020,0.55
9,sale_209,48,2021-04-21,94,3392.35,North,3653,2018-12-24,2021,0.93
14,sale_355,25,2021-09-27,60,1227.3,North,1116,2003-06-30,2021,1.1
5,sale_997,50,2021-10-30,65,1029.65,North,2606.2,2002-06-09,2021,0.4
17,sale_233,16,2020-06-23,52,1591.3,East,2606.2,2010-09-23,2020,0.61
17,sale_486,46,2020-06-17,38,1741.13,East,2606.2,2010-09-23,2020,0.67
2,sale_802,40,2020-08-16,3,70.65,West,1510,2009-07-07,2020,0.05
19,sale_207,5,2022-03-08,93,712.75,North,2606.2,2018-10-12,2022,0.27
2,sale_759,23,2022-03-27,8,240.98,West,1510,2009-07-07,2022,0.16
18,sale_891,47,2020-06-17,95,957.81,West,1191,2016-01-23,2020,0.8
19,sale_959,35,2020-12-09,39,1526.05,North,2606.2,2018-10-12,2020,0.59
19,sale_708,43,2020-07-04,48,2278.82,North,2606.2,2018-10-12,2020,0.87
5,sale_733,39,2021-04-06,53,1118.19,North,2606.2,2002-06-09,2021,0.43
13,sale_806,41,2022-09-11,4,22.53,West,2606.2,2009-10-03,2022,0.01
12,sale_819,11,2022-10-10,24,1060.9,West,840,2000-03-22,2022,1.26
20,sale_954,2,2022-11-15,49,1877.36,North,4867,2019-11-25,2022,0.39
13,sale_264,36,2021-03-11,90,1578.42,West,2606.2,2009-10-03,2021,0.61
19,sale_265,3,2021-02-23,35,1631.11,North,2606.2,2018-10-12,2021,0.63
13,sale_392,29,2021-07-02,15,356.78,West,2606.2,2009-10-03,2021,0.14
4,sale_548,7,2020-04-07,17,568.65,West,4942,2016-08-12,2020,0.12
16,sale_98,48,2021-10-01,72,1799.27,East,2606.2,2003-10-01,2021,0.69
16,sale_259,47,2021-10-12,20,379.85,East,2606.2,2003-10-01,2021,0.15
11,sale_408,42,2020-11-08,78,2431.06,East,2606.2,2018-04-22,2020,0.93
10,sale_651,23,2020-06-27,83,2718.59,East,2606.2,2006-01-18,2020,1.04
2,sale_781,3,2022-09-19,92,3746.38,West,1510,2009-07-07,2022,2.48
5,sale_125,30,2021-05-02,80,1133.2,North,2606.2,2002-06-09,2021,0.43
11,sale_559,1,2021-09-20,34,420.2,East,2606.2,2018-04-22,2021,0.16
12,sale_234,12,2022-10-30,68,2553.01,West,840,2000-03-22,2022,3.04
13,sale_575,6,2021-08-28,63,534.69,West,2606.2,2009-10-03,2021,0.21
12,sale_280,21,2022-12-06,15,617.62,West,840,2000-03-22,2022,0.74
7,sale_635,49,2022-01-19,21,675.78,North,2606.2,2005-07-19,2022,0.26
2,sale_799,37,2022-09-02,18,880.43,West,1510,2009-07-07,2022,0.58
19,sale_852,22,2021-06-11,16,122.26,North,2606.2,2018-10-12,2021,0.05
11,sale_46,4,2020-04-06,56,2548,East,2606.2,2018-04-22,2020,0.98
2,sale_189,41,2022-10-05,96,1008.13,West,1510,2009-07-07,2022,0.67
19,sale_254,17,2020-09-23,41,1184.46,North,2606.2,2018-10-12,2020,0.45
4,sale_441,20,2022-06-05,37,692.77,West,4942,2016-08-12,2022,0.14
10,sale_454,12,2022-12-31,22,244.89,East,2606.2,2006-01-18,2022,0.09
12,sale_186,24,2021-06-02,35,914.94,West,840,2000-03-22,2021,1.09
2,sale_461,27,2020-01-25,90,2369,West,1510,2009-07-07,2020,1.57
11,sale_644,26,2021-09-12,45,1310.5,East,2606.2,2018-04-22,2021,0.5
14,sale_211,28,2022-02-09,22,428.19,North,1116,2003-06-30,2022,0.38
17,sale_517,45,2020-11-06,73,3571.26,East,2606.2,2010-09-23,2020,1.37
10,sale_669,37,2020-09-16,32,1094.4,East,2606.2,2006-01-18,2020,0.42
16,sale_898,16,2020-06-28,3,139.42,East,2606.2,2003-10-01,2020,0.05
11,sale_24,7,2020-01-11,30,235.12,East,2606.2,2018-04-22,2020,0.09
11,sale_227,20,2022-04-16,100,4043.76,East,2606.2,2018-04-22,2022,1.55
18,sale_389,18,2022-05-30,74,1357.52,West,1191,2016-01-23,2022,1.14
17,sale_537,50,2020-04-11,60,1004.58,East,2606.2,2010-09-23,2020,0.39
2,sale_600,28,2020-09-04,84,3868.54,West,1510,2009-07-07,2020,2.56
19,sale_140,18,2021-07-18,69,1451.79,North,2606.2,2018-10-12,2021,0.56
18,sale_565,35,2022-09-17,61,2260.71,West,1191,2016-01-23,2022,1.9
10,sale_901,36,2021-11-10,55,907.04,East,2606.2,2006-01-18,2021,0.35
17,sale_368,44,2020-06-27,43,1392.6,East,2606.2,2010-09-23,2020,0.53
10,sale_536,23,2022-10-27,73,529.88,East,2606.2,2006-01-18,2022,0.2
5,sale_677,30,2022-11-05,74,555.14,North,2606.2,2002-06-09,2022,0.21
9,sale_613,4,2021-11-01,93,1032.6,North,3653,2018-12-24,2021,0.28
2,sale_680,13,2020-11-26,87,4282.23,West,1510,2009-07-07,2020,2.84
4,sale_350,4,2021-07-18,89,1784.07,West,4942,2016-08-12,2021,0.36
17,sale_52,21,2021-01-04,49,1244.01,East,2606.2,2010-09-23,2021,0.48
14,sale_654,26,2020-05-23,43,884.4,North,1116,2003-06-30,2020,0.79
20,sale_900,25,2022-05-16,42,1403.46,North,4867,2019-11-25,2022,0.29
13,sale_322,18,2022-11-19,71,2005.58,West,2606.2,2009-10-03,2022,0.77
9,sale_539,26,2021-12-31,3,74.21,North,3653,2018-12-24,2021,0.02
7,sale_761,34,2022-11-15,9,419.7,North,2606.2,2005-07-19,2022,0.16
20,sale_127,32,2022-04-05,88,3106.61,North,4867,2019-11-25,2022,0.64
5,sale_354,14,2020-07-14,76,3532.71,North,2606.2,2002-06-09,2020,1.36
14,sale_422,1,2022-10-29,52,1389.6,North,1116,2003-06-30,2022,1.25
18,sale_660,16,2021-02-06,10,351.51,West,1191,2016-01-23,2021,0.3
12,sale_119,27,2020-05-02,44,597.59,West,840,2000-03-22,2020,0.71
14,sale_237,39,2022-09-20,37,1094,North,1116,2003-06-30,2022,0.98
14,sale_801,35,2021-10-17,62,367.17,North,1116,2003-06-30,2021,0.33
9,sale_936,37,2020-11-22,68,1127.59,North,3653,2018-12-24,2020,0.31
9,sale_917,32,2021-03-19,22,707.44,North,3653,2018-12-24,2021,0.19
5,sale_99,25,2021-03-08,27,540.58,North,2606.2,2002-06-09,2021,0.21
10,sale_155,29,2020-08-22,10,388.21,East,2606.2,2006-01-18,2020,0.15
12,sale_349,20,2020-10-13,15,665.94,West,840,2000-03-22,2020,0.79
9,sale_649,35,2021-05-17,53,1963.04,North,3653,2018-12-24,2021,0.54
10,sale_419,36,2022-07-22,37,354.76,East,2606.2,2006-01-18,2022,0.14
3,sale_535,12,2021-07-13,96,1161.34,West,4989,2000-08-23,2021,0.23
18,sale_589,30,2022-04-26,100,1088.99,West,1191,2016-01-23,2022,0.91
2,sale_709,31,2020-08-27,87,2100.72,West,1510,2009-07-07,2020,1.39
12,sale_334,3,2020-06-22,54,1939.86,West,840,2000-03-22,2020,2.31
13,sale_379,47,2021-11-07,81,3115.87,West,2606.2,2009-10-03,2021,1.2
3,sale_594,17,2020-07-06,13,66.54,West,4989,2000-08-23,2020,0.01
19,sale_856,41,2022-05-16,90,1211.52,North,2606.2,2018-10-12,2022,0.46
13,sale_918,48,2021-09-02,24,374.43,West,2606.2,2009-10-03,2021,0.14
14,sale_6,3,2022-08-20,83,522.16,North,1116,2003-06-30,2022,0.47
14,sale_58,43,2022-03-01,99,568.25,North,1116,2003-06-30,2022,0.51
7,sale_285,30,2022-07-24,83,516.55,North,2606.2,2005-07-19,2022,0.2
13,sale_510,12,2020-10-19,34,1565.84,West,2606.2,2009-10-03,2020,0.6
4,sale_785,27,2021-01-21,11,507.07,West,4942,2016-08-12,2021,0.1
18,sale_541,26,2021-01-24,54,1023.89,West,1191,2016-01-23,2021,0.86
16,sale_69,44,2022-04-16,20,316.42,East,2606.2,2003-10-01,2022,0.12
10,sale_448,46,2022-10-13,16,397.86,East,2606.2,2006-01-18,2022,0.15
10,sale_476,33,2022-01-03,70,3009.92,East,2606.2,2006-01-18,2022,1.15
10,sale_665,8,2020-08-09,89,4380.55,East,2606.2,2006-01-18,2020,1.68
14,sale_938,18,2021-03-31,79,417.68,North,1116,2003-06-30,2021,0.37
14,sale_465,20,2020-11-21,12,255.1,North,1116,2003-06-30,2020,0.23
7,sale_378,7,2022-11-26,42,979.21,North,2606.2,2005-07-19,2022,0.38
10,sale_470,13,2021-11-15,73,611.72,East,2606.2,2006-01-18,2021,0.23
7,sale_485,43,2022-01-16,42,481.26,North,2606.2,2005-07-19,2022,0.18
7,sale_902,8,2021-10-27,74,1600.59,North,2606.2,2005-07-19,2021,0.61
9,sale_67,23,2022-10-20,69,1414.88,North,3653,2018-12-24,2022,0.39
19,sale_344,10,2022-08-29,26,276.96,North,2606.2,2018-10-12,2022,0.11
9,sale_444,14,2020-06-27,61,2622.43,North,3653,2018-12-24,2020,0.72
19,sale_971,30,2020-06-25,18,137.44,North,2606.2,2018-10-12,2020,0.05
